,report_date,report_content,day_of_week,post_date,post_id,post_title,wetsuit_adviezen_str,wetsuit_adviezen,post_url
5,2021-12-23 00:00:00.000000,"Woensdag 23 december
In principe komen de echte krachtige noordswells pas woensdag aan, veroorzaakt door de grammofoon depressie die zich 24 uur eerder vormde op de Noordzee. Een tweede NW swell met wind komt daar nog overheen. Dat zal dus een mix worden van twee swells waarbij de die tweede eigenlijk helemaal niet nodig is / was. Mocht deze dus wat afzwakken, dan is dat alleen maar gunstig. Het tij is weer hetzelfde als op dinsdag met voor het zuiden de ochtenden het mooist. Dat is ook van toepassing op het noorden, zeker als de wind later op de dag weer verder toeneemt. ",woensdag,2020-12-18,post-33019,"Surfweer vrijdag 18 december 2020

","Wetsuit-adviezen, water 8gr C
Zaterdag: Een 5/4mm wetsuit met schoen 5mm en hand 3mm, cap 2mm
Zondag: (6)5/4mm wetsuit, hand 4mm, schoen 7mm, cap 3mm
Maandag: Een 5/4mm  schoen 5mm, hand/cap 2mm
Dinsdag: 5/4mm wetsuit, hand 3mm, schoen 5mm, cap 2mm",woensdag,http://surfweer.nl/surf/surfweer-vrijdag-18-december-2020/
6,,"Verdere vooruitzichten
Het blijft de hele periode schipperen tussen west, zuidwest en noordwest wat betreft de wind en swellrichting. Flink hoge golven, vaak te hoog met te veel aanlandige wind. De zuidelijke regio’s hebben minder last van deze nadelen, en gaan dus een surfrijke kerst tegemoet. Ook vrij zacht, want de wind is nog west. In de week naar oud en nieuw wordt het kouder. Het hogedrukgebied dat vanaf dinsdag op de Oceaan begint de groeien, groeit tegen die tijd nog verder uit tot een blokkade-hoog. Het resultaat is dat de depressies dan niet meer op de Oceaan liggen, maar recht boven de Noordzee regio. Midden in de kern van zo’n depressie is het windstil met swell die van alle kanten kan komen. De details zijn nog lastig te geven, maar het globale plaatje is nog een hele mooie laatste surf van 2020!",verdere,2020-12-18,post-33019,"Surfweer vrijdag 18 december 2020

","Wetsuit-adviezen, water 8gr C
Zaterdag: Een 5/4mm wetsuit met schoen 5mm en hand 3mm, cap 2mm
Zondag: (6)5/4mm wetsuit, hand 4mm, schoen 7mm, cap 3mm
Maandag: Een 5/4mm  schoen 5mm, hand/cap 2mm
Dinsdag: 5/4mm wetsuit, hand 3mm, schoen 5mm, cap 2mm",verdere,http://surfweer.nl/surf/surfweer-vrijdag-18-december-2020/
7,,"Wetsuit-adviezen, water 8gr C
Zaterdag: Een 5/4mm wetsuit met schoen 5mm en hand 3mm, cap 2mm
Zondag: (6)5/4mm wetsuit, hand 4mm, schoen 7mm, cap 3mm
Maandag: Een 5/4mm  schoen 5mm, hand/cap 2mm
Dinsdag: 5/4mm wetsuit, hand 3mm, schoen 5mm, cap 2mm","wetsuit-adviezen,",2020-12-18,post-33019,"Surfweer vrijdag 18 december 2020

","Wetsuit-adviezen, water 8gr C
Zaterdag: Een 5/4mm wetsuit met schoen 5mm en hand 3mm, cap 2mm
Zondag: (6)5/4mm wetsuit, hand 4mm, schoen 7mm, cap 3mm
Maandag: Een 5/4mm  schoen 5mm, hand/cap 2mm
Dinsdag: 5/4mm wetsuit, hand 3mm, schoen 5mm, cap 2mm","wetsuit-adviezen,",http://surfweer.nl/surf/surfweer-vrijdag-18-december-2020/
0,2021-12-08 00:00:00.000000,"Dinsdag 8 december
Het uitdiepen van het kleine Noordzeelaagje ging exact volgens de modelberekeningen en was dus weer snel weg.  Het betekende wel dat er een goede meter swell met 7 seconde periode op de kust af komt. In tegenstelling tot afgelopen weekend komt de deining nu recht aanlandig binnen en is er door de veel lagere periode minder afremming op de banken. Een lagedrukgebied dat precies in de Noordzee past is de ideale uitgangspositie voor goede surfdagen in Nederland. In België is de hoogte meestal wel een probleem evenals die dikke bult aan Engeland, Norfolk genaamd. Deze landtong of meer de vorm van een bult, zorgt dat de NNW aanvoer langs de Engelse oostkust wordt geblokt voor de provincies ten zuiden van Zuid-Holland. Uiteraard helpt het ook niet mee dat het de hele middag laagwater is vandaag. Het laatste uurtje voor donker pikt nog wel op in Zeeland en België, dus voor wie echt een nat pak moet gaan halen kan het nog even. In Zuid-Holland blijven de golven met eb wel goed genoeg voor een sessie op de fish of longboard. Het tij is daarbij gunstig, want extreem laagwater wordt het niet door de maanstand in het laatste kwartier. En clean is het de hele dag met een licht aflandige oostenwind. Alleen het uiterste zuidwest puntje van Zuid-Holland heeft eigenlijk geen echt surfbare golven met laagwater. De rest van de provincie en ook de provincie Noord-Holland blijft de hele dag swell ontvangen. De boei-metingen zien er goed uit met nog een lichte toename van de swell. Echter heeft het in dit geval niet zo veel zin om de Nederlandse spectra metingen te checken, omdat de swell meer vanaf het Engelse vaste land is ontstaan. De Wavenet Cefas metingen van de Met Office zijn in dit geval een beter ijkpunt, echter die zijn nogal lastig af te lezen. De richting van de pijlen is altijd die van de wind, ook al is deze maar 1 bft. Een aantal boeien met meer informatie geven wel de juiste golfrichting. Daar op valt nu af te lezen dat de swellhoogte nog 1,3m is met hogere periodes tot 8 seconden. Onderweg naar de NL kust gaat daar nog wat van af, maar hier en daar houden we nog een goede heuphoge golf over die tot aan het donker kan worden gesurft! Op de wadden nog iets hoger, maar dan vooral Texel en deels Vlieland. De andere wadden liggen al verder van het brongebied af en liggen eigenlijk meer gunstig als de swell recht uit de Noorse Zee vandaan komt of vanaf de kust bij Denemarken. Er zijn dus heel wat variaties van golfsoorten en oorsprong in de Noordzee mogelijk. Super interessant om daar mee van te weten te komen, alleen dit weerbericht is daar voor te kort. Daarom hebben ik, Valentijn (Oceanoloog & Surf Forecaster) en Meteo Morris een super professionele Cursus over dit onderwerp gemaakt die online te volgen is op https://cursus.goedegolven.nl. Het duurt wel even voor je hem helemaal doorlopen hebt, maar de komende tijd is daar uitermate geschikt voor!",dinsdag,2020-12-08,post-32999,"Surfweer Dinsdag 8 december 2020

","Wetsuit mm advies, water 8gr C
Dinsdag: Een 6/4mm of 5mm met schoen 7mm en handschoen 3mm, cap 3mm.
Woensdag: 5/4mm wetsuit, handschoen 3mm, schoen 5mm
Weekend: Een 5/4mm  schoen 6mm, hand/cap 3mm","Een 6/4mm of 5mm met schoen 7mm en handschoen 3mm, cap 3mm.",http://surfweer.nl/surf/surfweer-dinsdag-8-december-2020/
1,,"Verdere vooruitzichten
Het wordt flat… Heel misschien dat er woensdag in het noordwesten nog een rimpel te vinden is in de vroege ochtend. Die zouden dan uit het noorden moeten komen, echter alle noordenswell wordt nu onderbroken door de harde wind uit het zuiden bovenin de Noordzee. Iets wat ook goed te zien is op de Wavenet Cefas metingen. In de nacht naar donderdag staat er een paar uur lange een lichte zuidwest wind. Die is helaas niet genoeg om voor donderdag-ochtend een golfje in de verwachting te zetten. Vrijdag ook flat met een iets aantrekkende wind uit zuidoost. Daarna vult het laag op de Oceaan op met een verplaatsing van de kern over de Noordzee naar Oost Europa. Ook dat geeft niet al te veel reden om een golf te verwachten. Wel wordt er op de Oceaan een nieuwe lagedrukgebied op dezelfde plek ten zuiden van IJsland verwacht. Dit laag is iets sterker en weet beter ook wat randstoringen tot over de Noordzee heen te duwen. De wind is dan af en toe wat harder zuidwest. Ook niet ideaal, want de golfhoogtes blijven dan beperkt en swell wordt niet verwacht. Het wordt met dit tweede laag wel weer meteen een stuk zachter. Dus de 5mm wetsuits blijven voldoende voor later in deze maand! ",verdere,2020-12-08,post-32999,"Surfweer Dinsdag 8 december 2020

","Wetsuit mm advies, water 8gr C
Dinsdag: Een 6/4mm of 5mm met schoen 7mm en handschoen 3mm, cap 3mm.
Woensdag: 5/4mm wetsuit, handschoen 3mm, schoen 5mm
Weekend: Een 5/4mm  schoen 6mm, hand/cap 3mm",verdere,http://surfweer.nl/surf/surfweer-dinsdag-8-december-2020/
2,,"Wetsuit mm advies, water 8gr C
Dinsdag: Een 6/4mm of 5mm met schoen 7mm en handschoen 3mm, cap 3mm.
Woensdag: 5/4mm wetsuit, handschoen 3mm, schoen 5mm
Weekend: Een 5/4mm  schoen 6mm, hand/cap 3mm",wetsuit,2020-12-08,post-32999,"Surfweer Dinsdag 8 december 2020

","Wetsuit mm advies, water 8gr C
Dinsdag: Een 6/4mm of 5mm met schoen 7mm en handschoen 3mm, cap 3mm.
Woensdag: 5/4mm wetsuit, handschoen 3mm, schoen 5mm
Weekend: Een 5/4mm  schoen 6mm, hand/cap 3mm",wetsuit,http://surfweer.nl/surf/surfweer-dinsdag-8-december-2020/
0,2021-12-02 00:00:00.000000,"Woensdag 2 december
De Noordwester van gisteren was van een weertype dat niet vaak voorkomt. In de regel komen noordwesters eigenlijk altijd helemaal vanaf de Noorse Zee naar beneden tot de zuidelijke Noordzee en geeft dat dagen na het liggen van de wind nog golven. Vaak is dan echter het probleem dat de wind niet echt gaat liggen en dat het dagenlang nog rommelig onshore en choppy is. Dat probleem hebben we nu niet, want het is superclean en glassy met een mooi zeetje. De hoogte is echter niets in vergelijking met de zee van gisteren. Wat dat betreft zou je deze noordwester kunnen vergelijken met en zuidwester, waarbij de golven ook na anderhalve dag na het liggen van de wind al weer weg zijn. Uiteraard is dit wat overdreven gesteld, want de boeien laten zeker nog wat hoogte zien op de korte golfperiodes. Daarbij ontbreekt het wat aan kracht, maar met 1 meter op de boeien zijn de faces wel gewoon 1 meter hoog. Ook in het zuiden, want daar deint de swell in feite nog het langste na. De afname komt immers uit het noorden, dus het zuiden blijft het langst doordeinen. Daarbij komt dat het tij daar veel eerder op de dag alweer piekt. In de eerste helft van de middag is het in Zeeland en Zuid-Holland zuid alweer een optie om het met een shortboard te proberen. Midden op de dag is het met laagwater wat handiger om een langer board te pakken om daarmee de buitenste banken te surfen. Het is springtij, dus het water komt superlaag en ver buiten ga je de bodem wel kunnen voelen. Dat in Zuid en zeker in Noord-Holland een gunstig iets zijn. In Zeeland is de springvloed juist weer gunstig bij hoogwater als de swell die extra push naar binnen krijgt. Echter wanneer het eenmaal compleet hoogwater is dan zal die push weer weg zijn en is de hoogte weer net wat te weinig om langere golfritten te geven. Wat je vaak ziet is dat het dan alleen dichtbij de kant nog breekt. Dit is overigens ook het geval in Zuid-Holland.",woensdag,2020-12-02,post-32985,"Surfweer woensdag 2 december 2020

","Wetsuit mm advies, water 12,5gr C
Woensdag: Een 5mm met schoen 6mm en handschoen 3mm, cap 2mm
Donderdag: 5/4/3mm suit, handschoen 2mm, schoen 7mm
Vrijdag: Een 5/4mm  schoen 6mm, hand 3mm
Zaterdag: 6-5/3mm op de wadden, 6mm schoen 3mm handschoen.","Een 5mm met schoen 6mm en handschoen 3mm, cap 2mm",http://surfweer.nl/surf/surfweer-woensdag-2-december-2020/
1,2021-12-02 00:00:00.000000,"Donderdag 2 december
Vanaf donderdag zijn het weer de grootschalige lagedrukgebieden die het surfweer bij ons bepalen. De wind is eerst zwak en komt uit het zuiden met nauwelijks iets van swell. Toch is het in het noorden en op de wadden niet helemaal flat en kan er eind van de ochtend met de offshore nog best eens een mini longboardlijntje te vinden zijn op de achterste buitenbanken. Deze swell is dan wel afkomstig van een secundair lagedrukgebied dat dinsdag wel bovenin de Noorse Zee aanwezig was. De swell hiervan is nog niet te zien op de boei-metingen, dus het is even wachten of en hoe veel hier precies van overblijft bij ons. In de surf-reports hieronder vind je de laatste berichten hierover. Gedurende de middag gaat het vanuit Zeeland harder waaien uit het zuiden. Het blijft dan offhsore, maar de wind wordt te hard voor de swell om er doorheen te blijven komen. Mocht de wind een paar uur eerder komen, dan kan wel de combinatie van zuidenswell en de mini noordswell iets van surf in Noord-Holland incl Texel geven. In Zuid-Holland en zuidelijker blijft het flat, ondanks de hardere wind.",donderdag,2020-12-02,post-32985,"Surfweer woensdag 2 december 2020

","Wetsuit mm advies, water 12,5gr C
Woensdag: Een 5mm met schoen 6mm en handschoen 3mm, cap 2mm
Donderdag: 5/4/3mm suit, handschoen 2mm, schoen 7mm
Vrijdag: Een 5/4mm  schoen 6mm, hand 3mm
Zaterdag: 6-5/3mm op de wadden, 6mm schoen 3mm handschoen.","5/4/3mm suit, handschoen 2mm, schoen 7mm",http://surfweer.nl/surf/surfweer-woensdag-2-december-2020/
2,2021-12-02 00:00:00.000000,"Vrijdag 2 december
Vrijdag waait het ook stevig. De richting is alleen nog meer offshore, zuidoost. De golven worden dan alleen richting Engeland gecreëerd en blij ons blijft het flat. Alleen op enkele plek waar de kust heel erg afbuigt, komt er wellicht een rimpel binnen. Dat zou dan vooral aan het eind van laagwater moeten zijn. De meeste kans hierop is als de wind heel even gaat liggen in de middag.",vrijdag,2020-12-02,post-32985,"Surfweer woensdag 2 december 2020

","Wetsuit mm advies, water 12,5gr C
Woensdag: Een 5mm met schoen 6mm en handschoen 3mm, cap 2mm
Donderdag: 5/4/3mm suit, handschoen 2mm, schoen 7mm
Vrijdag: Een 5/4mm  schoen 6mm, hand 3mm
Zaterdag: 6-5/3mm op de wadden, 6mm schoen 3mm handschoen.","Een 5/4mm  schoen 6mm, hand 3mm",http://surfweer.nl/surf/surfweer-woensdag-2-december-2020/
3,,"Wetsuit mm advies, water 12,5gr C
Woensdag: Een 5mm met schoen 6mm en handschoen 3mm, cap 2mm
Donderdag: 5/4/3mm suit, handschoen 2mm, schoen 7mm
Vrijdag: Een 5/4mm  schoen 6mm, hand 3mm
Zaterdag: 6-5/3mm op de wadden, 6mm schoen 3mm handschoen.",wetsuit,2020-12-02,post-32985,"Surfweer woensdag 2 december 2020

","Wetsuit mm advies, water 12,5gr C
Woensdag: Een 5mm met schoen 6mm en handschoen 3mm, cap 2mm
Donderdag: 5/4/3mm suit, handschoen 2mm, schoen 7mm
Vrijdag: Een 5/4mm  schoen 6mm, hand 3mm
Zaterdag: 6-5/3mm op de wadden, 6mm schoen 3mm handschoen.",wetsuit,http://surfweer.nl/surf/surfweer-woensdag-2-december-2020/
0,2021-11-19 00:00:00.000000,"Donderdag 19 november
De swell moet nog arriveren, maar de branding is overal al stevig met 2m onshore golven. Bijna niet doorheen te komen met uitzondering van de meer beschutte spots. Die zijn lastig te vinden, want de windrichting wordt niet helemaal noord. Toch gaat het hier en daar wel lukken, vooral in het zuiden met op tijd het juiste tij. In het uiterste noorden komt dat tij te laat voor zonsondergang. Op de wadden is er geen beginnen aan en ook in de noordelijke helft van Noord-Holland niet. Zuidelijke helft zou nog wel moeten lukken. Het is wel zo dat de wind vanuit het noorden weer toe gaat nemen en tweede helft van de middag gemiddeld 6 bft uit noordwest is. Zo veel is dat eigenlijk ook weer niet. Het zijn vooral de onshore golven, die voor een “te veel” zorgen. Maar wat er nog aankomt is pas echt bizar. De Haewene Brim meet uitschieters in de maximale golfhoogte tot ruim 12 meter hoog. En de golfrichting is onze kant op! Overigens zijn dit wel de uitschieters, want de swellhoogte zelf liep op tot 8 meter op 12 seconde periode. Het is diep graven in het archief om dit soort extreme metingen terug te kunnen vinden!",donderdag,2020-11-19,post-32964,"Surfweer Donderdag 19 november 2020

","Wetsuit mm advies, water 12,5gr C
Donderdag: Een 5mm met schoen 5mm
Vrijdag: 5/4/3mm suit, handschoen 2mm optie
Zaterdag: Een 5/4mm  en schoen 3mm, hand 2mm
Zondag: 5/3mm en 5mm schoen en Ear plugs",Een 5mm met schoen 5mm,http://surfweer.nl/surf/surfweer-donderdag-19-november-2020/
1,2021-11-20 00:00:00.000000,"Vrijdag 20 november
De ochtend is nog te veel van het goede en de wind is nog onshore, maar het tij is nog wel even hoogwater tot midden van de ochtend. Dat betekent dat de beschutte spots nog even kunnen werken en niet eens zo rommelig zijn. Voor de rest is wel 95% een mega rommelige onshore klotsbak met golven zo ver je kunt zien. het wordt pas rustiger zodra de wind naar Zw krimpt en afneemt. Minste wind tussen 13 en 14u, maar dan wel het meest nadelige laagwater getijde. Hoewel juist het lage water een uitkomst kan zijn om wat van die hoogte af te krijgen. Zelfs in Zeeland en Belgie is er dan nog genoeg om van te surfen. Het breekt doorgaans wel holler en meer close-out, maar met de wind naar zuidwest gedraaid is het daar wel het meest clean van alle mogelijkheden. En het tij komt daar ook als eerste weer op, dus voor België zitten ze nu eens in de goede hoek. Uiteraard is dat later ook het geval in Zeeland en zuidelijke deel Zuid-Holland. Is wel wachten op voldoende opkomend. Midden Zuid-Holland is ook al eerder met laagwater goed op het moment met de minste wind. Echt harder waaien gaat het pas een uurtje voor donker. Dan is een beetje beschutting wel weer aangenaam. De naar zee open spots als Noordwijk, Zandvoort en Egmond blijven wel pittig de hele dag, vooral wanneer de wind weer toeneemt. De golven breken daar tot 1km uit de kust en de 2e dn 3e bank lijken tussen twee en drie uur de meest logische optie. Op Ameland/Terschelling draait de wind wel offshore zuidwest laatste 2 uur voor donker, maar op Texel is er dezelfde situatie als op Egmond…",vrijdag,2020-11-19,post-32964,"Surfweer Donderdag 19 november 2020

","Wetsuit mm advies, water 12,5gr C
Donderdag: Een 5mm met schoen 5mm
Vrijdag: 5/4/3mm suit, handschoen 2mm optie
Zaterdag: Een 5/4mm  en schoen 3mm, hand 2mm
Zondag: 5/3mm en 5mm schoen en Ear plugs","5/4/3mm suit, handschoen 2mm optie",http://surfweer.nl/surf/surfweer-donderdag-19-november-2020/
2,2021-11-21 00:00:00.000000,"Zaterdag 21 november
De rust met een rug van hogedruk was van korte duur, want op zaterdag trekt alweer nieuw depressiegeweld over. Een lagedrukgebied bij IJsland met een kern van 958hPa zweept even een zeer grote zone van warme vochtige oceaanlucht uit zuidwest over onze omgeving. We liggen min of meer de hele dag in de zogenaamde ‘warme sector’ tussen het overgetrokken warmtefront en het naderende koufront. In de vroege ochtend nabij het warmtefront is de wind mogelijk wat meer ZW dan WZW en zijn de golven wat cleaner. Midden op de dag is de wind het hardst en wel heel erg side-onshore in Holland. Gunstig is dan wel dat het laagwater is en dat er in Belgie en Zeeland ook golven binnenkomen bij deze richting. In N-H wordt het helaas te veel onshore met spots als Zandvoort en Nwijk wel heel erg veel chaos. Dan is het nog beter om helemaal i/h noorden te zitten of op de wadden. Later op de middag wordt de wind wel wat minder hard, maar blijft WZW side onshore. Het koufront volgt dan pas veel later, in de nacht naar zondag.",zaterdag,2020-11-19,post-32964,"Surfweer Donderdag 19 november 2020

","Wetsuit mm advies, water 12,5gr C
Donderdag: Een 5mm met schoen 5mm
Vrijdag: 5/4/3mm suit, handschoen 2mm optie
Zaterdag: Een 5/4mm  en schoen 3mm, hand 2mm
Zondag: 5/3mm en 5mm schoen en Ear plugs","Een 5/4mm  en schoen 3mm, hand 2mm",http://surfweer.nl/surf/surfweer-donderdag-19-november-2020/
3,2021-11-22 00:00:00.000000,"Zondag 22 november
De swell in het zuiden komt niet echt meer door en daarbij staat er ook eigenlijk geen wind meer voor hoge golven. Surfbaar is het wellicht wel, maar minder dan zaterdag. Voor Holland geldt het omgekeerde, vooral in het noordelijke deel zijn de golven goed hoog. De richting van de golven is west tot wnw en komt daardoor vol binnen met langere fetch. Het is daarbij wel wat onshore en vooral in de ochtend waait het met 5-6bft op de wadden nog stevig. De wind neemt in de middag echter af en het blijft laagwater. Niet de meeste ideale combinatie, maar toch prima surf. Voor wat cleanere golven van max 1m is Zuid-Holland de beste optie. Daar waait het minder en breekt meestal met laagwater iets beter de spots in Noord-Holland. Verder zuidelijk wordt het niet veel meer in de middag, aangezien opkomend tij pas begint rond een uur of 17:00 na zonsondergang. Wil je in België dus surfen, dan zul je heel vroeg moeten gaan. ",zondag,2020-11-19,post-32964,"Surfweer Donderdag 19 november 2020

","Wetsuit mm advies, water 12,5gr C
Donderdag: Een 5mm met schoen 5mm
Vrijdag: 5/4/3mm suit, handschoen 2mm optie
Zaterdag: Een 5/4mm  en schoen 3mm, hand 2mm
Zondag: 5/3mm en 5mm schoen en Ear plugs",5/3mm en 5mm schoen en Ear plugs,http://surfweer.nl/surf/surfweer-donderdag-19-november-2020/
